index,count word,label,tweet;
"512,35,positive,""Traveloka ngadain giveaway liburan bareng refal duh siap2 mengiri yg beruntung nanti nihh ????, abisnya aku anak nya kalo ikut GA yg ngetag2 orang gitu suka ngerasa kaya aneh ga si gua kek gini ????""";
513,5,positive,Aku juga pingin liburaaaan???? @traveloka;
514,6,positive,maciw lho traveloka ?? aku padamu;
"515,15,negative,""Traveloka eats driver nya pada ga dapet orderan woi , mana blom ganti oli hadehh""";
"516,17,negative,""@traveloka halo kak saya pesan traveloka eats tapi trf salah nominalnya, ini otomatis refund apa gimana ya?""";
"517,11,negative,""Baru nyobain. Kirain @traveloka Eats bayarnya bisa COD. Ternyata ga bisa.";
;
"Skip.""";
518,31,negative,Kaya traveloka eats setelah bakar2 duit lewat promo stelah udh gk ada promo kasian driver2 nya jarang dpt orderan..untung driver nya punya banyak aplikasi driver jd gk cuma ngandelin itu aplikasi;
"519,38,negative,""Karena bbrp produk start up ini minim diferensiasi dengan start up lainnya. Makanya kita pilih ke mereka yg kasih harga paling murah. Apalah bedanya traveloka eats, shopee food, go food, grab food ketika beli nasi goreng deket rumah?""";
520,9,negative,Aneh banget pesen traveloka eats tp yg nganter grab????;
521,29,negative,Saya sudah panjang lebar chat di bantuan nya apps traveloka. Cuma agak kecewa soalnya harapannya dengan beli seat bisa dapat sesuai yang dipesan. Ternyata bisa berubah gitu aja ya.;
522,13,negative,@traveloka bantu follow up dong min  kecewa banget udah 2 kali kayak gini.;
"523,27,positive,""Dapat kami informasikan bahwa saat ini Traveloka eats sedang mengadakan promo Traveloka Mart, dapat kami sarankan Anda untuk mencoba mendekat pada merchant yang bekerja sama dengan Traveloka.""";
"524,10,negative,""Pertama kali coba traveloka eats, ternyata tak se-applicable itu ??""";
525,27,negative,tiap hari pusing mikirin mau makan apa soalnya bosen liat gofood grabfood isinya gitu2 aja sampe semua traveloka eats shopeefood sama kulina juga menunya gada yg menarik??;
526,25,negative,Nahkan! Ku liat2 lg si biru dari kemarin campaign terselubung terus. Daripada itu mending fokus benerin App nya terutama Traveloka Eats yg sering error. ??;
"527,28,positive,""Traveloka eats delivery ini ngebantu banget buat anak kosan kek gua, paymentnya bisa bayar pake kartu kredit. ";
;
"Kapan lagi bisa beli pecel lele bayarnya nyicil. Yeaaaaay nuhun! ??""";
"528,25,negative,""Really TE ? Disc only 10%. ";
;
Coba cek ig nya traveloka eats deh, Seru tuh komenan nya ??. ;
;
"Btw coming soon disc 80% tuh denger.""";
"529,16,negative,""Diskon traveloka eats mana asw, gua sebagai ojol TE sepi banget alias kagak ada yang beli""";
530,5,positive,Traveloka eats mayan si om;
531,17,negative,Ada yg punya bisnis makanan di traveloka eats? Mau nyairin paylater nih help :( #zonauang #zonabu #zonaba;
"532,33,negative,""Monopoli mas, shopee food sama traveloka eats masih baru, selama beberapa thn gojek grab yg menguasai jasa antar makanan. ";
;
"Gausah ngelebar kemana2 kni kita lagi bahas kenapa fee gofood grabfood bisa semahal ini.""";
533,5,negative,Sedih kehilangan promo traveloka eats;
"534,24,negative,""promo delivery food paling oke saat ini ada di air asia food delivery. maap ya gofood, grabfood, shopeefood dan traveloka eats. aku berpaling dulu.""";
535,6,negative,Excuse kalo lagi buka Traveloka Eats;
"536,20,negative,""gofood nomer dua sii, karena shopeefood tetep ter asik promonya. Grabfood sama traveloka eats nih yang mulai ga asik promonya""";
"537,21,positive,""suatu kebahagiaan ketika di tanggal tua, msh ada yang beli d traveloka eats walaupun ongkirnya lebih mahal dr diskon nya ??""";
538,9,negative,gausahlah pesen traveloka eats. di cancel mulu sama drivernya??;
539,8,negative,iya ini lagi nungguin babang traveloka eats ??;
540,6,positive,pake @traveloka #eats dong bang :));
"541,44,positive,""Ihh di jakarta mah 19rb dong kl makan di tempat. Kalau beli langsung kayanya 23rb seporsi. Biasanya beli via traveloka eats krn waktu itu banyak promo. Duh, chili oilnya emang menggoda td nyicip dikit aja langsunv panas perut tp cocok bgt dicocol ke dimsumnya.""";
542,8,positive,Promo terbaik abad ini jatuh kepada Traveloka Eats;
543,39,positive,The price is leaning towards the pricey range (but idk I think I can say this of most Middle Eastern restaurants here) but honestly the taste + portion is worth it imo (+ the promos on traveloka eats lmao);
"544,20,negative,""Promo untk Eats Delivery mana ??? @traveloka beda kayak dulu…";
"Yok bisaaa yokk… tambahin promo lagii agar makin giat kesini akuu…""";
"545,20,negative,""halo @traveloka kenapa saya setiap order traveloka eats ada aja masalahnya?? yang orderan saya kurang, malam ini beli martabak gosong??""";
546,8,negative,buset dah traveloka eats sering banget di cancel??;
"547,37,negative,""@pasteurtrans @traveloka parahhhh bikin kecewa, capek-capek untuk ke tempat travel pasteur trans daerah bogor yang tercantum alamatnya di traveloka ga ada dong !! coba dievaluasi lagi untuk penempata alamatnya mbok yang sinkron, padahal gue sering naik lo""";
"548,11,negative,""Yak traveloka eats udah pelit promo, saatnya balik ke shopeefood grabfood""";
"549,24,positive,""Yang bikin seneng pake GoSend itu selain sampainya cepet, harganya juga murah. Dan tau gak kalau pesen Traveloka Eats, ternyata dikirimnya pake gosend lho""";
550,8,negative,gamau gue pake traveloka eats lagi jahat males;
551,9,negative,Traveloka eats dibonceng shopee food padahal aslinya grab ;_
552,11,negative,Traveloka Eats di perbanyak lagi promo2 nya&tambahan fitur Traveloka Express (Instant&SameDay);
553,17,negative,semenjak traveloka eats gak ada diskon gede2an lagi aku jad jarang jajan makanan online. good lah wkwkw;
"554,16,positive,""udh waktuny balik modal lagi";
"makanya setiap ada aplikasi macam sopifut, gofut, traveloka eats mending langsung download""";
555,11,positive,Traveloka eats free ongkir lagi + diskon nya dibanyakin lagi juga????;
"556,18,negative,""Harga ongkir ojol food termahal jatuh kpd @traveloka eats, auto gajadi order ?? pdhl jarak cuma 0,3km zz..zzz""";
557,6,negative,Traveloka eats diskonnya dikit doang sekarang??????;
"558,11,negative,""traveloka eats kenape diskonnye kecil bgt min, mahal ongkir juga zzz""";
"559,8,negative,""Promoan grabfud, sopifud, traveloka eats udh ga mantep2????""";
560,4,positive,S3 marketing buay traveloka;
561,42,negative,Mana diskon ini sama sekali gaada.... Bakal dimunculin jam berapa diskon ini? Saya ada 20.000 Traveloka point mau saya tukerin yg lain ga menarik. Yg menarik cuman voucher potongan Tagihan Isi ulang dan PLN. Kapan nih min Adain voucher potongan yg itu?;
562,7,positive,MAACIW LHO TRAVELOKA DAH BIKIN AKU IRI;
563,12,positive,Traveloka lagi banyak promo nih. Gak ada yg mau ngajak liburan apa;
"564,22,positive,""mo makasih sama traveloka, epic sale-nya mantuliti aaaaa. tau aja gue butuh refreshing dari bulan Mei yang Allahu Akbar padet banget T_T""";
565,38,positive,Kerjaan gabut gua kayanya bisa nih buat jadi joki epic sale di traveloka?? daritadi berhasil dapetin promo hotel/apart yg harganya cepe. Tp ya di lepas lagi gak di ambil ???? mana bisa egy staycation selain sabtu minggu zzzzz;
566,32,negative,Mana nih katanya bakal ada penukaran Points tagihan isi ulang yg dibawah 20.000 points? Sekarang kok gaada ? Dulu padahal ada. Kupon diskon tambahan experience juga udah gaada sekarang. Haduh admin penipu;
567,15,negative,Apaan dah epic sale harga ditampilin 50rb pas di klik berubah jadi 350rb wkwlw @traveloka;
"568,13,negative,""mantengin epic sale @traveloka yg harganya tidak berubah, sama kaya harga normal ????""";
"569,12,positive,""Just FYI, Traveloka lagi ada Epic Sale 31 May - 6 June.""";
570,7,negative,Gak sama sekali. PURE epic sale traveloka;
"571,28,negative,""@traveloka hi min, paylater saya udah aktif. Tapi pas saya pesen annual pass dufan kok di pembayaran gaada pilihan paylater. Apa emang engga bisa pake paylater apa gimana?""";
572,4,negative,War epic sale traveloka;
"573,21,positive,""ALHAMDULILLAH DAPET HOTEL di YOGYAKARTA 4 MALEM CUMA 134ribu ?????? ";
;
"Demi Allah gue bukan buzzer Traveloka makasi epic sale n @i_m_mortal_""";
"574,45,negative,""Dimana letak epic sale nya @traveloka ? Harganya sama aja woy, pas mo dipilih balik ke harga yg bahkan lebih mahal. Hotel yg murah juga itu2 aja dan aing dah pernah kesana semua. Ga epic nih, ga berasa promo juga. Harga biasanya malah lebih mahal""";
575,11,negative,Ini epic sale traveloka pada cepet banget berubah harga nya ??;
"576,20,negative,""Judulnya aja Epic Sale, udh seneng dpt harga miring pas mau check out harganya langsung berubah. Dunia tipu-tipu ?? @traveloka""";
"577,12,negative,""Traveloka Diskon gede, tapi percuma gada yang bisa di ajak staycation :(""";
578,12,negative,mengirii ada traveloka epic sale tapi aku dah mau berangakat kkn :(((((;
579,14,negative,epic sale traveloka beneran cuma maret 2019 wkwkwk ?? sisanya MEHHHHHHHH sama aaja y?;
"580,13,positive,""Epic sale datang lagi! Aduhhh.. rame deh pasti transaksi di Traveloka.. Happy, Bestie!!!""";
581,8,positive,hahaha traveloka gilak bgt bener bener epic sale???;
582,29,negative,@traveloka @airasia_indo tlg dong jgn goblok main ganti2 jadwal gw. Dipercepat 7 jam dr jam awal. Lu sakit ya? Gw minta refund. Klo ga gw viralin di media masa.;
583,11,positive,Nah bener juga lu lis ?? traveloka eat juga mayan ????????;
584,6,positive,Traveloka turut membangun SDM digital Indonesia;
585,26,positive,kaaaan benerrr .. ujung2nya traveloka .. i think i know you so well ?? .. pengen bgt deh ikutan trip bareng bang eja .. semoga kesampean;
"586,23,positive,""GROGI BANGET GA SEH KALO BENERAN LIBURAN BARENG REFAL HADY? ???? ";
;
btw gokil tim S3 marketing traveloka, alus banget berhasil jadi rame~ ;
"@refalhady""";
"587,41,negative,""@Dufan Hallo admin maaf mau tanya, saya beli tiket anualpass di traveloka ditanggal 5 juni pas saya mau reservasi di tanggl 5 juni tidak bisa terdapat tulisan “gagal melakukan booking kode sudah pernah di registrasi” apakah itu sudah otomatis ter reservas""";
"588,41,positive,""@Dufan Hallo admin maaf mau tanya, saya beli tiket anualpass di traveloka ditanggal 5 juni pas saya mau reservasi di tanggl 5 juni tidak bisa terdapat tulisan “gagal melakukan booking kode sudah pernah di registrasi” apakah itu sudah otomatis ter reservas""";
589,27,positive,Balita memang masih rawan banget terhadap penyakit. Untung ada Traveloka Health yang selalu siap sedia ketika kita butuhkan terutam untuk berkonsultasi mengenai si buah hati kita #YangKamuButuhkan ;
590,10,positive,Di traveloka sepertinya juga jual ada jasa fast track Kak.;
591,7,positive,Ayo aku juga dah booking di traveloka;
"592,48,negative,""Suer gue mesen tiket pesawat di traveloka jelas2 mencet jam 18.05, setelah gue cek abis payment malah 17.40…. Keselllllllll, terus gue mesen tiket 1 lg jam 07.00 eh tbtb tiket abis malah adanya 06.00 yaudah gue payment itu. Pas gue cek lg ternyata ADA YG 07.00 kenapaaa siiiii""";
"593,23,positive,""wkwkwk bookingin hotel ny Traveloka pesen tiket by traveloka ";
Mudah praktis banyak pilihan dan tentu sadja banyak promo menggiurkan ;
;
"Bismillah saham traveloka ??""";
594,14,positive,sedang membayangkan jelongs-jelongs bareng refal hady dan traveloka naik kereta api cute cute cute~;
595,16,positive,pengen jelongs jelongs bareng mas refal hady. plz traveloka lu harus peka! jgn kek doi! @traveloka;
596,4,positive,Traveloka EPIC sale ??;
597,3,positive,selalu pake traveloka;
"598,2,positive,""Traveloka, biasanya.""";
599,17,negative,@traveloka Kalian gak malu makan uang yg seharusnya bukan milik kalian? Sdh brp banyak penipuan ini terjadi?;
600,12,positive,Btw bantuin gue dapetin tambahan kupon di EPIC Sale Traveloka dong… ??????;
"601,40,positive,""Itulah kenapa logo Burung Traveloka lebih ramping daripada logo Twitter, karena jalan jalan lebih sehat ketimbang ngebacot, pada ngebacot padahal cuman mau ngasih solusi kalau gak dipotong dan dihujat ";
;
"I think livy just want something better and effective for eril""";
602,17,negative,@traveloka Jangan kalian diam diam saja. Kembalikan duit hasil penipuan kalian. Biar hidup kalian berkah dan bermanfaat;
603,16,negative,ini mau nntn cinta subuh tapi kok cek bioskop jogja di traveloka gada film nya ya????;
"604,29,negative,""louis kan reschedule ya w kira kok ga dapet dapet sampe sekarang eticket yang new date, ini traveloka emailnya kenapa masuk ke promotion terus sih?? untung pas dicek ada??""";
"605,9,positive,""Lumayan promoan seharga tiket ke jkt ";
"Terimakasih traveloka promonya""";
606,5,positive,Traveloka epic sale datang lagi??;
607,8,negative,traveloka paylater non vn masih blm available ya;
608,21,negative,@traveloka halo.. saya book rental car tp lokasi poolnya tidak jelas dan penyedia layanan nya tidak bisa dihubungi. Harus gmn ya?;
"609,29,positive,""aku mau chat Dokter atau mau beli obat tentunya di Traveloka aja deh, karena sangat mudah dan cepet bgt prosesnya hehehe apalagi konsultasinya gratiss kalo pake kode kupon #YangKamuButuhkan""";
"610,27,positive,""siapa mau staycation??! ";
jangan lupa pake promo dari traveloka ;
ada voucher diskon hotel, kereta, pesawat dll ;
;
YUKK TINGGAL 7 JAM LAGI ;
"YG BLM MULAI AYO MULAI KLIK??""";
"611,34,positive,""Bener bgt dok kalau ada gejala jangan pernah disepelekan, aku sering tanya ke dokter online kalau ada menunjuk kan gejala kemaren seneng jg nyoba di Traveloka Health masih free dan cepet tanggap dokternya #YangKamuButuhkan""";
"612,10,positive,""Berenang, sama selfi2, dpt hotelnya jg promo epic sale traveloka""";
"613,20,negative,""@traveloka Kalian jawab saja disini, gak perlu di email. ";
"Kalian sengaja alihkan ke email biar gak kelihatan brengseknya manajemen kalian.""";
614,6,negative,paspornya dicari kakak... traveloka dah nungguin;
"615,11,negative,""bahaya nih, udah mulai mulai buka traveloka sama jasa sewa motor""";
"616,10,positive,""Hampir kehabisan tiket pulang, pantesan pgn banget buka Traveloka ??""";
"617,28,positive,""mau chat Dokter atau mau beli obat tentunya di Traveloka aja deh, mudah dan cepet prosesnya wkwkw apalagi konsultasinya gratiss kalo pake kode kupon. #YangKamuButuhkan ada di Traveloka""";
"618,30,positive,""Asli ini mah sekarang tuh kalo butuh apapun tentang kesehatan gampang bangett tinggal pakai Traveloka Health aja, liat dehh kita sebut aja keluhannya, nanti auto di kasih saran ataupun resepnyaa????""";
"619,25,positive,""Bener banget jgn asal pegang balita bisa bahaya apalagi sampe ada gejala, kalo kalian pengen tanya tanya lebih lanjut bisa langsung ke Traveloka Health ";
"#YangKamuButuhkan""";
"620,24,positive,""Betul banget dok, apalagi kulit bayi itu sensitif, jadi ga boleh asal pegang. Untung ada Traveloka Health bisa chat dan konsul gratis sama Dokter.""";
"621,38,positive,""Bener banget dok, imun bayi kan memang masih rentan terkena berbagai macam penyakit, apalagi buat new parents. Untung sekarang ada dokter traveloka health, jadi para orang tua gak perlu khawatir lagi kalau mau konsultasi soal kesehatan dedek bayi.""";
"622,37,negative,""Hari ini badut banget krna liat prev pc shopee trus akhirnya mikir ayo beli satu album aja pake paylater!! ";
;
Pas nengok traveloka… ALLAHU TIKET PESAWAT MAHAL BANGET BULAN JULI ;
;
"Dadah dadah aja sma pc shopee svt ??""";
"623,23,positive,""Setuju banget, kalo ada gejala emang paling bener tuh langsung konsultasi. Sekarang kan ada Dokter Traveloka Health jadi ga perlu ribet kesana kemari..""";
624,8,positive,Bisa dengan mudah konsultasi ke Dokter Traveloka Health;
"625,32,negative,""Kalau saja review di Traveloka terhubung dengan review di Google Maps, ... ";
;
"Malas kalau harus kirim review yang sama ke 2 aplikasi. Saya pilih Google Maps saja. Demi dapat poin kontribusi. ??""";
"626,17,positive,""besok pagi ya kak, sya sudah beli tiket nya di traveloka @traveloka jadiin saya ba pak, trims???????""";
627,9,positive,Saat ini tersedia promo Traveloka Epic Sale. - Mutia;
"628,12,positive,""Yuk, pilih-memilih di Pick-A-Loka 2! Raih skor tinggi dan dapatkan Traveloka Points!""";
629,16,positive,Eh Iya loh ke Singapore sekarang beneran lebih mudah. Kemarin nemu regulasi terupdate nih di Traveloka;
630,16,negative,@traveloka min websitenya down ya? kok saya daritadi ga bisa makenya. even buat nyari doang sulit.;
"631,30,negative,""Kaya nya ada yang salah otak hari ini. Tadi mau nulis vaccination jadi vacation, barusan mau buka app transalte yang kepencet traveloka. Jadi otak saya nyuruh buat jalan-jalan gitu ?""";
"632,12,positive,""Lgs di mention traveloka dong, kek nya mo di ksh gretongan wkwkwkwk""";
"633,29,positive,""Sebagai contoh, saat ini, Bank Mandiri telah menggandeng partner co-brand Shopee & Traveloka sehingga diharapkan target market Mandiri kartu kredit semakin luas, sehingga memenuhi kebutuhan transaksi sesuai preferensi nasabah.""";
"634,39,negative,""Belum kelar masalah soundsystem org hajatan. Eh ini pada ngebacot masalah kucing ";
"Emg bener sih logo burung Twitter gemuk soalnya di Twitter org kebanyakan bacot gk jelas beda dgn logo burung Traveloka yg langsing soalnya enakan liburan daripada ngebacot!""";
635,8,negative,2022 masih aja salah buka twitter malah traveloka;
"636,30,positive,""Gaes siapa yg belum cair gajianya? Sama aku juga hahaha.. i feel like hari ini si, pas bgt sama event traveloka tar malem, yuhu berburu tiket pesawat untuk trip kemerdekaan??""";
"637,46,positive,""Beliin tiket pesawat utk sodara. Kebetulan rada mager dr traveloka. Jd ada kenalan temen yg jual tiket pesawat. Pas pesen ramah bgt ?????. ";
Pas mnta cekin, malah bgini jawabannya. ;
"FYI sodaraku bawa 1 anak bayi dan 2 anak balita. Wajar kan mnta seat depan pas check-in""";
638,11,negative,Terakhir bulan oct 2019 pesen dari traveloka diskon nya bnyak ??????;
"639,21,positive,""untunt ada Traveloka Health, disaat cuaca pancaroba gini gaperlu risau lagi deh buat konsultasi dan gratisssss. #YangKamuButuhkan ada di Traveloka Health""";
"640,13,positive,""Btw ini bulan apaa, pdahal besok ada epic saw traveloka smpe 80% ????""";
641,6,positive,nunggu epic sale traveloka mudah2an cetar;
"642,32,positive,""betul bgt si dok, nah buat tempat konsultasi yang cocok ya cuma di Traveloka Health sih, pokoknya #SemuaYangKamuButuhkan ada disana mulai dari rekomendasi Dokter Traveloka Health nya sampai ke solusi yang dibutuhkan!!""";
"643,33,positive,""di sini emang bener bener tempat yang bisa nyediain apa aja #YangKamuButuhkan gimana enggak, dimanapun, kapanpun jam berapapun, kamu bisa tanya tanya sama para dokter di Traveloka Health yang siap jawab pertanyaan kalian..""";
"644,24,positive,""betul, sistem imun bayi rentan banget kena infeksi ga kaya orang dewasa beruntung banget sekarang #YangKamuDibutuhkan bisa sama Dokter Traveloka Health yang siap melayani""";
"645,21,positive,""Setuju banget karena tiap anak berbeda harus ada konsultasi dulu sama dokter, skrg gk repot lagi karena ada Traveloka Health #YangKamuButuhkan""";
"646,33,positive,""Buat kalian yang mau tanya tanya seputar kesehatan, bisa langsung chat aja ke Dokter Traveloka Health. Disini kamu bisa konsultasi apapun #YangKamuButuhkan. Udah gt prosesnya cepet dan gak ribet. Mantul bgt ya kan!""";
647,13,positive,Pengen buka twitter malah buku traveloka trs. Keknya gue emg butuh liburan sih??;
648,24,positive,Jadi #YangKamuButuhkan semua ada di Traveloka Health. Kita juga bisa konsultasi ke Dokter Traveloka Health loh. Keren banget ya jadi mempermudah banget buat konsultasi!!;
"649,22,positive,""Iyaa, mau terima kasih kemaren hooneymoon order Hotel Jambuluwuk Malioboro 5D4N dapet diskon, dan tiket Kereta juga dpt Diskon ";
;
Terima kasih ;
"Traveloka""";
"650,11,negative,""ow tambah lg buka shopee, traveloka, tiktok, ig, scrol sampe bosen""";
651,9,negative,Padahal di traveloka di jual lagi harga normal ??;
652,20,positive,Aku via traveloka sih waktu itu. Tp bisa juga langsung ke hotelnya. Biasanya aku cari2 harga termurah yg lewat mana;
"653,10,positive,""Ayo kak, tapi aku ngutang dulu tiketnya di paylater traveloka??""";
"654,31,positive,""Caranya ajuin CC Mandiri edisi Traveloka, ganti email / no hape di akun Traveloka sesuai yang terdaftar di CC. Trus transaksi pake CC itu berapapun, point otomatis masuk ke akun kita""";
655,5,positive,Request Traveloka ganti icon ????;
"656,20,positive,""Dan akhirnya di Indonesia datanglah traveloka, tiket, pegipegi, mister aladin dkk dsb ";
;
"Semua jadi terbantu, user, pemilik hotel, maskapai dll""";
657,20,positive,seriusan sama banget sering ketuker malah buka traveloka padahal udah beda halaman terus mau buka grab sering ketuker sama tokopedia????;
658,7,negative,Besok mencet Traveloka taunya peduli lindungi. ??;
"659,12,positive,""Dapat Traveloka Points 500ribu nih, lumayan buat staycation di ............. sama ............""";
660,45,negative,Next kedepan kalo mau book tiket jangan cuman buka 1 apps aja misal kaya @traveloka aja. Pelajaran yang sdh bbrp kali terjadi tapi masih suka ngulang dan emang aga nyesel sih. Dari awal kaya mau bantu tapi akhirnya zonk juga. They did know this actually.;
661,34,negative,ihhh refund dana aja ribet bgt asu pake mutasi cetak segala @traveloka . padahal udah jelas jelas harus tanggung jawab. tgl 27 blg udh diproses tp sampe skrg gaada dana masuk. bintang 1 lah;
"662,17,negative,""@traveloka min ada promo buat hotel nggaaa:(";
;
"tadi pake bikinliburanjadi tapi salah tanggal, pas apply lagi udah gabisa:(""";
663,13,positive,Kenapa twitter sebelahan ama traveloka sih kan jadi pengen beli tiket bawaannya ??;
"664,13,negative,""Cuk mau buka twitter aja susah banget ya, ketuker terus sama traveloka ??""";
665,4,negative,cuma disayang traveloka :(;
"666,18,negative,""@traveloka halo min, mau tanya nih aku mau transaksi virtual number yg ditraveloka kok dr semalem gabisa2 yahhh""";
"667,38,negative,""Utk apa kalian jawab di email? Toh @traveloka hanya jelaskan bahwa kalian gak punya wewenang batalkan reservasi dan minta saya yg urus sendiri kan?";
"Kalian jawab disini dan jelaskan knp foto kamar di aplikasi berbeda dgn yg saya dapatkan?""";
"668,23,negative,""@Dufan Hallo min e-card annual saya tampilannya sudah seperti itu dan sudah di download .tapi tidak dapat email jadi gimana ya?";
;
"pembelian lewat traveloka""";
"669,32,negative,""@traveloka email kalian yg hanya mengatakan tidak ada wewenang? Tapi kalau menipu pelanggan ada wewenang?";
"Masalah dgn Sotis urusan bisnis kalian, aku minta pertanggung jawaban kalian selaku pengelola aplikasi. Jgn kalian lepas tangan""";
"670,18,negative,""eh traveloka kenapa sama semua sih harga penerbangannya? dari KNO-KUL 1.7jt, cgk-kul 1.7jt, sub-kul 1.7jt juga. apaan sikkk""";
"671,32,negative,""@traveloka Kalian sdh jelas jelas melakukan penipuan thd pelanggan tapi malah lepas tangan. Kalau memang foto kamar itu tidak dijual, kenapa kalian pajang? Trus knp saya yg kalian minta urus sendiri? Brengsek""";
672,20,positive,Yuk voucher traveloka.. kamu sudah bisa klaim rewardmu untuk digunakan saat Traveloka EPIC Sale (31 May - 6 Juni 2022);
673,8,negative,pengen buka twitter malah buka traveloka mulu anjgg;
"674,13,negative,""Woy sumpa ini bentukan twitter sm traveloka ngapo mirip, kan sering salah buka""";
675,11,negative,Lah di traveloka kok 250 sii yang biasa. Mending ini 300;
676,3,positive,Traveloka tahu jawabannya;
677,5,negative,traveloka lo bisa diem g?;
678,12,positive,hiks traveloka ada paylaternya wkwkwk rasanya pengen liburan ke kalimantan gitu ??????;
679,12,positive,aku dpt voucher fast track nie dr traveloka jdnya gausah ngantri :))));
680,5,negative,Ga ada di traveloka ??;
681,38,negative,Aku terhalang restu sih yaampun gmn cara ngeyakini ortu pergi ?????? uang mah ada cm restu yg blm dapet. Aku jg suka ngecekin tapi tiket masih di atas 1jt smua. D traveloka lebih gila d atas 2 smuA;
682,6,positive,Di traveloka pas epic sale murah;
683,14,negative,Biasanya nyari dmn? Aku nyari di tiket dan traveloka masih d atas 1.2 smua;
"684,16,positive,""Mincun mayan nih buat beli token minimal 100 ribu, diskon 10% maksimal 20 ribu di traveloka.""";
"685,15,positive,""Nahh gini gercep! ";
#naikingajimiminSC @traveloka!!;
Sama admin telfon cs nya mas viktor ;
;
"Gituu doong gercep ????""";
"686,21,positive,""Pengalaman menginap saya di ibis Styles Bandung Grand Central yang dipesan melalui Traveloka sangat menyenangkan. Yuk lihat akomodasinya! ";
"#AkomodasiTepercayaTraveloka #EmpoweringDiscovery https://traveloka.com/hotel/indonesi""";
687,9,negative,Yahh adanya promo untuk jam 11an pesawatnya min :(;
688,5,negative,Jempol suka gatel buka traveloka;
689,19,negative,@traveloka tolong cek status pesanan saya berhasil apa ngga sih? Karena ada perbedaan info di aplikasi sama di email.;
"690,22,negative,""@traveloka halo min, cek dm yaaa udh 50 menit lebih ga di cek2, malah yg lain yg baru2 dibales -.- gimana sih""";
"691,23,negative,""Belum ka, ga ada balasan dari adminnya terus tanya admin traveloka malah disuru tanya ke cs dufan haha jadi kayanya di ikhlasin saja""";
"692,14,negative,""Tanpa SDM digital yang memadai ruang digital tentu tidak maksimal, bersama Traveloka, @kemkominfo @PlateJohnny""";
"693,11,negative,""@traveloka tolong dong, udh 50 menit lebih nungguin ga ada respon.""";
"694,14,negative,""@traveloka holaa min.. bisa cek dm ga ya? Urgent bgt, tapi blm dibales2 -.-""";
"695,17,negative,""hi @traveloka saya ingin reschedule tiket Thai Lion Air, namun selalu gagal. Mohon tindak lanjutnya segera min""";
"696,5,positive,""Otak otak traveloka";
Otak otak traveling;
"????????????""";
"697,16,negative,""Yang sayang aku cuma traveloka aja :( kasi ak tiket gratis ke jogja gtu min:') ";
"@traveloka""";
"698,7,positive,""wahh hebat, mengandalkan traveloka kah semuanya? hehe""";
"699,18,negative,""@traveloka Duitnya gak seberapa, tapi cara bisnis anda gak sehat klu begini. Dan aku yakin ini akan terulang""";
700,18,negative,@traveloka Enak benar kalian cari duit. Tidak mau disalahkan malah lempar masalah ke konsumen. Kalian harus bertanggung jawab.;
"701,44,negative,""@traveloka Alasan kalian gak pintar. Kalian katakan gak bisa kembalikan duit saya karena sdh check in, ya terang saja sdh check in. Klu gak check in mana saya tau kalau kalian telah tipu saya. Saya taunya dikasi kamar yg tidak sesuai setelah di kamar.""";
702,24,negative,Sudah jelas @traveloka yg posting foto di aplikasinya sendiri. Tp tidak bertanggung jawab ketika hotel memberikan kamar yg tidak sesuai. Enak bener nipu pelanggan;
"703,49,negative,""Dear @traveloka coba cek tanggal merah buat idul adha kalian deh. Gara2 ini aku salah pesan flight mudik idul adha, aku pikir tgl 10 Juli (refer di tgl merah kalender kalian), ternyata tgl 9 Juli. Kenapa di artikel & kalender kalian bisa beda. Kesel banget, ini buat mudik loh.""";
704,3,positive,Iya makasih traveloka;
"705,33,negative,""@traveloka ini tiket ditolak uang kembali? Kok giliran gw minta reschedule, kagak bisa? Gw udeh konfirm padahal ke travel nya suruh hub traveloka langsung, pas minta reschedule (kagak bisa) huuu wadul lah ??""";
"706,10,negative,""Traveloka lagi bermasalah apa gimana sih, susah bener dibukanya ??""";
"707,41,negative,""Refund kalo traveloka pengalaman 3-5 hari kerja, kalo KAI maksimal 30 hari kerja, pengalaman di hari ke 25 an udah ditransfer. ";
;
Soal potongan, semua kena potongan deh, ditraveloka juga sama. ;
;
"Kalo beli di tour & travel malah kena potongan lebih banyak.""";
"708,11,negative,""APA-APAAN NIH @traveloka !??? ";
KALAU SAYA BAPER MAU TANGGUNG JAWAB?!!? ;
":(""";
"709,29,positive,""Kalian pasti udh gak asih lagi sama yang namanya GO-JEK, Tokopedia, Bukalapak, Traveloka, dll. Yap betul gaess mereka adalah perusahaan-perusahaan startup digital yang pendirinya adalah anak bangsa kita sendiri.""";
"710,6,negative,""@traveloka ";
"kenapa pesan notif.a centil2 bgt""";
"711,8,positive,""Traveloka aja syg sama aku, masa kamu ga?""";
"712,13,negative,""@traveloka ";
"min aku mau order travel kok gini terus ya? mohon dibantu. trims.""";
713,13,positive,eh gue pgn ikut deh yg traveloka # LihatDuniaLagi itu wkakaka kyknya seru;
"714,43,positive,""emang harus sering2 mantengin promoan di traveloka sih guys, kalo lagi EPIC sale harganya bisa miring bgt ?? ";
;
